Co Code,Batch ID,File #,Rate Code,Temp Dept,Reg Hours,O/T Hours,Hours 3 Code,Hours 3 Amount,Earnings 3 Code,Earnings 3 Amount,Memo Code,Memo Amount,Special Proc Code,Other Begin Date,Other End Date
FEL,Legion,520658,,,18.00,,,,,,,,E,10/13/2024,10/19/2024
FEL,Legion,567178,,,20.00,,,,,,,,E,10/13/2024,10/19/2024
FEL,Legion,575347,,405,2.00,,,,,,WK,2,,,
FEL,Legion,575347,,128,2.00,,,,,,WK,2,,,
FEL,Legion,590977,,,17.00,,,,,,,,E,10/13/2024,10/19/2024
FEL,Legion,590977,,,,,3SP,10.00,,,,,E,10/13/2024,10/19/2024
FEL,Legion,620171,,,7.00,,,,,,WK,1,,,
FEL,Legion,620171,,,,,3SP,33.00,,,WK,1,,,
FEL,Legion,620171,,,,,3PO,1.50,,,WK,1,,,
FEL,Legion,625206,,,15.00,,,,,,WK,1,,,
FEL,Legion,625206,,,,1.00,,,,,WK,1,,,
FEL,Legion,625206,,,,,RPT,4.00,,,WK,1,,,
FEL,Legion,702250,,,,,RP,7.00,,,,,E,10/13/2024,10/19/2024
FEL,Legion,702250,,,22.00,,,,,,,,E,10/13/2024,10/19/2024
FEL,Legion,702250,,,,,RPT,2.00,,,,,E,10/13/2024,10/19/2024
FEL,Legion,702250,,,,,MP,1.00,,,,,E,10/13/2024,10/19/2024
FEL,Legion,702250,,,,,18,5.00,,,,,E,10/13/2024,10/19/2024
FEL,Legion,702250,,,,8.00,,,,,,,E,10/13/2024,10/19/2024
FEL,Legion,726962,,,,,PDP,3.00,,,,,E,9/29/2024,10/5/2024
FEL,Legion,744658,,,,,PDP,12.75,,,WK,1,,,
FEL,Legion,744658,,,,,PDP,3.00,,,WK,1,,,
FEL,Legion,764161,,,,,PDP,12.75,,,WK,1,,,
FEL,Legion,764161,,,,,PDP,3.00,,,WK,1,,,
FEL,Legion,765154,,,,,MP,6.00,,,,,E,10/13/2024,10/19/2024
FEL,Legion,765154,,,,,RP,6.00,,,,,E,10/13/2024,10/19/2024
FEL,Legion,765154,,,,8.00,,,,,,,E,10/13/2024,10/19/2024
FEL,Legion,765154,,,8.00,,,,,,,,E,10/13/2024,10/19/2024
