Co Code,Batch ID,File #,Rate Code,Temp Dept,Reg Hours,O/T Hours,Hours 3 Code,Hours 3 Amount,Earnings 3 Code,Earnings 3 Amount,Memo Code,Memo Amount,Special Proc Code,Other Begin Date,Other End Date
K3T,Legion,9999911,2,,11,0,,0,,0,memoCode
K3T,Legion,9999911,2,,11,0,,0,,0,memoCode
K3T,Legion,9999911,2,,0,0,PDP,0,,0,memoCode
K3T,Legion,9999911,2,,0,0,PDP,0,,0,memoCode
K3T,Legion,9999911,2,,0,0,BEV,8,,0,memoCode
K3T,Legion,9999911,2,,0,0,S,8,,0,memoCode
K3T,Legion,9999911,2,,0,0,J,8,,0,memoCode
K3T,Legion,9999911,2,,0,0,P,8,,0,memoCode
K3T,Legion,9999911,2,,0,0,S,8,,0,memoCode
K3T,Legion,9999911,2,,0,0,F,8,,0,memoCode
K3T,Legion,9999911,2,,0,0,V,8,,0,memoCode
K3T,Legion,9999911,2,,0,0,SAB,8,,0,memoCode
K3T,Legion,9999917,,,4.5,0,,0,,0,memoCode
K3T,Legion,9999917,,,4.5,0,,0,,0,memoCode
K3T,Legion,9999917,,,0,0,PDP,0,,0,memoCode
K3T,Legion,9999917,,,0,0,PDP,0,,0,memoCode
K3T,Legion,9999913,2,,7.25,0,,0,,0,memoCode
K3T,Legion,9999913,2,,7.25,0,,0,,0,memoCode
K3T,Legion,9999919,,,2.95,0,,0,,0,memoCode
K3T,Legion,9999919,,,2.95,0,,0,,0,memoCode
K3T,Legion,9999919,,,0,0,PDP,0,,0,memoCode
K3T,Legion,9999919,,,0,0,PDP,0,,0,memoCode
K3T,Legion,9999919,,,0,0,CAO,3,,0,memoCode
K3T,Legion,9999919,,,0,0,EP,3,,0,memoCode
K3T,Legion,9999919,,,0,0,EP,3,,0,memoCode
K3T,Legion,9999919,,,0,0,SOT,3,,0,memoCode
K3T,Legion,9999919,,,0,0,SHF,3,,0,memoCode
K3T,Legion,9999919,,,0,0,PPL,3,,0,memoCode
K3T,Legion,9999919,,,0,0,PPL,3,,0,memoCode
K3T,Legion,9999919,,,0,0,PPL,3,,0,memoCode
K3T,Legion,9999919,,,0,0,10,3,,0,memoCode
K3T,Legion,9999919,,,0,0,RM,3,,0,memoCode
K3T,Legion,9999919,,,0,0,12,3,,0,memoCode
K3T,Legion,9999919,,,0,0,I,3,,0,memoCode
K3T,Legion,9999919,,,0,0,16,3,,0,memoCode
K3T,Legion,9999919,,,0,0,D,3,,0,memoCode
K3T,Legion,9999919,,,0,0,T,3,,0,memoCode
K3T,Legion,9999919,,,0,0,T,3,,0,memoCode
K3T,Legion,9999919,,,0,0,T,3,,0,memoCode
K3T,Legion,9999919,,,0,0,T,3,,0,memoCode
K3T,Legion,9999919,,,0,0,T,3,,0,memoCode
K3T,Legion,9999919,,,0,0,T,3,,0,memoCode
K3T,Legion,9999919,,,0,0,T,3,,0,memoCode
K3T,Legion,9999919,,,0,0,T,3,,0,memoCode
K3T,Legion,9999919,,,0,0,RPT,1.06,,0,memoCode
