Co Code,Batch ID,File #,Rate Code,Temp Dept,Reg Hours,O/T Hours,Hours 3 Code,Hours 3 Amount,Earnings 3 Code,Earnings 3 Amount,Memo Code,Memo Amount,Special Proc Code,Other Begin Date,Other End Date
,Legion,520658,,,18,,,,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,567178,,,20,,,,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,575347,,405,2,,,,,,,, ,,
,Legion,575347,,,1,,,,,,,, ,,
,Legion,575347,,128,2,,,,,,,, ,,
,Legion,590977,,,17,,,,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,590977,,,,,3SP,10,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,620171,,,7,,,,,,,, ,,
,Legion,620171,,,,0.0,,,,,,, ,,
,Legion,620171,,,,,18,3,,,,, ,,
,Legion,620171,,,,,3SP,33,,,,, ,,
,Legion,620171,,,,,3PO,1.5,,,,, ,,
,Legion,620171,,,,,3PD,4,,,,, ,,
,Legion,625206,,,15,,,,,,,, ,,
,Legion,625206,,,,1,,,,,,, ,,
,Legion,625206,,,,,RPT,4,,,,, ,,
,Legion,702250,,,,,RP,7,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,702250,,,22,,,,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,702250,,,,,RPT,2,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,702250,,,,,MP,1,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,702250,,,,,18,5,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,702250,,,,8,,,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,726962,,75000_ET,,,PDP,3,,,,, E,9/29/2024 12:00:00 AM,10/5/2024 12:00:00 AM
,Legion,744658,,,,,PDP,12.75,,,,, ,,
,Legion,744658,,,,,PDP,3,,,,, ,,
,Legion,764161,,,,,PDP,12.75,,,,, ,,
,Legion,764161,,,,,PDP,3,,,,, ,,
,Legion,765154,,,,,MP,6,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,765154,,,,,RP,6,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,765154,,,,8,,,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,765154,,,32,,,,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,772335,,,40,,,,,,,, ,,
,Legion,772335,,,,6.48,,,,,,, ,,
,Legion,772335,,,40,,,,,,,, ,,
,Legion,772335,,,,,RPT,2,,,,, ,,
,Legion,772335,,,,,10,6,,,,, ,,
,Legion,777181,,,6,,,,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,777181,,410,8,,,,,,,, ,,
,Legion,777426,,,,,PDP,12.75,,,,, ,,
,Legion,777426,,,,,PDP,3,,,,, ,,
,Legion,782135,,,2.91,,,,,,,, ,,
,Legion,782135,,,,,RPT,1.08,,,,, ,,
,Legion,794137,,,6.5,,,,,,,, ,,
,Legion,794137,,,,,PDP,18.75,,,,, ,,
,Legion,794137,,,,,PDP,4,,,,, ,,
,Legion,796646,,,,,PPL,5,,,,, ,,
,Legion,797663,,,,,PDP,3,,,,, ,,
,Legion,797663,,,,,PDP,4.25,,,,, ,,
,Legion,797663,,,16.66,,,,,,,, ,,
,Legion,802060,,,33.5,,,,,,,, ,,
,Legion,805441,,,38,,,,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,807925,,,12,,,,,,,, E,10/6/2024 12:00:00 AM,10/12/2024 12:00:00 AM
,Legion,810047,,,,,PDP,17,,,,, ,,
,Legion,810047,,,,,PDP,3,,,,, ,,
,Legion,810047,,,8.5,,,,,,,, ,,
,Legion,810663,,,14,,,,,,,, ,,
,Legion,814573,,,18.35,,,,,,,, ,,
,Legion,815739,,,1,,,,,,,, ,,
,Legion,816706,,,10,,,,,,,, ,,
,Legion,819309,,,37,,,,,,,, ,,
,Legion,819309,,,,5,,,,,,, ,,
,Legion,819309,,,,,10,3,,,,, ,,
,Legion,823514,,,7,,,,,,,, ,,
,Legion,826304,,,,,PDP,2,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,826304,,,11,,,,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,826304,,,,,RTR,40,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,826590,,,23,,,,,,,, ,,
,Legion,826590,,148,13,,,,,,,, ,,
,Legion,828447,,,7.58,,,,,,,, ,,
,Legion,828447,,,,,RPT,2.91,,,,, ,,
,Legion,833176,,,,,SPL,1,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,833176,,,11,,,,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,833321,,,,,H,6,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,833321,,,5,,,,,,,, ,,
,Legion,835486,,,21,,,,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,835486,,,,,H,7,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,835682,,,,,SPL,1,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,835682,,,13,,,,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,835682,,,,,RPT,3,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,836386,,,,,PDP,2,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,836386,,,11,,,,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,836386,,,,,RTR,1.25,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,837168,,,16,,,,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,837168,,,40,,,,,,,, ,,
,Legion,837168,,,,1,,,,,,, ,,
,Legion,838212,,,7.5,,,,,,,, ,,
,Legion,838241,,,16,,,,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,838241,,,,,RP,2,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,838241,,,,,MP,2,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,838241,,,,,18,3,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,838241,,,,4,,,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
,Legion,839779,,,,,PDP,2,,,,, ,,
,Legion,839779,,,,,PDP,13,,,,, ,,
,Legion,839779,,,16.5,,,,,,,, ,,
,Legion,839779,,,,,PDP,2,,,,, ,,
,Legion,839779,,,17.75,,,,,,,, ,,
,Legion,839779,,,,,PDP,1,,,,, ,,
,Legion,839779,,,,,PDP,21.12,,,,, ,,
,Legion,839779,,,,,PDP,4,,,,, ,,
,Legion,840774,,,6,,,,,,,, ,,
,Legion,841806,,,1,,,,,,,, ,,
,Legion,843078,,,,,PDP,5,,,,, ,,
,Legion,843078,,,,,PDP,21.25,,,,, ,,
,Legion,843078,,,17.5,,,,,,,, ,,
,Legion,843078,,,,,PDP,5,,,,, ,,
,Legion,843078,,,,,PDP,21.25,,,,, ,,
,Legion,843078,,,8.5,,,,,,,, ,,
,Legion,843509,,,7,,,,,,,, ,,
,Legion,843509,,,,,PDP,18.75,,,,, ,,
,Legion,843509,,,,,PDP,4,,,,, ,,
,Legion,843942,,,40,,,,,,,, ,,
,Legion,843942,,,,1.25,,,,,,, ,,
,Legion,843942,,,,,PDP,5,,,,, ,,
,Legion,843942,,,,,PDP,25.62,,,,, ,,
,Legion,765154,,,,,SG,8,,,,, E,10/13/2024 12:00:00 AM,10/19/2024 12:00:00 AM
