Co Code,Batch ID,File #,Rate Code,Temp Dept,Reg Hours,O/T Hours,Hours 3 Code,Hours 3 Amount,Earnings 3 Code,Earnings 3 Amount,Memo Code,Memo Amount,Special Proc Code,Other Begin Date,Other End Date
Unknown,Legion,743034,2,4577,Sales Associate,3,E999,Other Pay,15
Unknown,Legion,743034,2,4577,Sales Associate,4,E999,Other Pay,15
Unknown,Legion,743034,2,4577,Sales Associate,3,E999,Other Pay,15
Unknown,Legion,743034,2,4577,Sales Associate,4,E999,Other Pay,15
Unknown,Legion,743034,2,4577,Sales Associate,4,E999,Other Pay,15
Unknown,Legion,214656,,34567,Customer Experience Manager,8,E999,Regular,14
Unknown,Legion,214656,,34567,Customer Experience Manager,8,E999,Regular,14
Unknown,Legion,214656,,34567,Customer Experience Manager,8,E999,Time Off,14
Unknown,Legion,214656,,34567,Customer Experience Manager,8,E999,Time Off,14
Unknown,Legion,214656,,34567,Customer Experience Manager,8,E999,Time Off,14
