Co Code,Batch ID,File #,Rate Code,Temp Dept,Reg Hours,O/T Hours,Hours 3 Code,Hours 3 Amount,Earnings 3 Code,Earnings 3 Amount,Memo Code,Memo Amount,Special Proc Code,Other Begin Date,Other End Date
K3T,Accrual,541690,,,,,,,,,PER,27, ,,
FEL,Accrual,835554,,,,,,,,,PER,40, ,,
FEL,Accrual,786391,2,,,,,,,,PER,40, ,,
K3W,Accrual,794428,,,,,,,,,SCK,47, ,,
K3W,Accrual,794428,,,,,,,,,ACC,0, ,,
FEL,Accrual,837357,,,,,,,,,PER,40, ,,
FEL,Accrual,839201,,,,,,,,,SCK,18.58, ,,
FEL,Accrual,839201,,,,,,,,,ACC,0, ,,
FEL,Accrual,216006,,,,,,,,,PER,8, ,,
FEL,Accrual,792873,,,,,,,,,SCK,9, ,,
FEL,Accrual,792873,,,,,,,,,ACC,0, ,,
FEL,Accrual,797806,,,,,,,,,PER,16, ,,
FEL,Accrual,544707,,,,,,,,,SCK,9, ,,
FEL,Accrual,544707,,,,,,,,,ACC,0, ,,
K3W,Accrual,779374,,,,,,,,,SCK,6.52, ,,
K3W,Accrual,779374,,,,,,,,,ACC,0, ,,
FEL,Accrual,826318,,,,,,,,,SCK,0, ,,
FEL,Accrual,826318,,,,,,,,,ACC,0, ,,
FEL,Accrual,541400,2,,,,,,,,PER,40, ,,
FEL,Accrual,638241,,,,,,,,,PER,5, ,,
K3W,Accrual,833866,,,,,,,,,SCK,35.5, ,,
K3W,Accrual,833866,,,,,,,,,ACC,0, ,,
K3W,Accrual,588671,,,,,,,,,SCK,18, ,,
K3W,Accrual,588671,,,,,,,,,ACC,0, ,,
FEL,Accrual,749497,,,,,,,,,PER,8, ,,
FEL,Accrual,832801,,,,,,,,,SCK,6.97, ,,
FEL,Accrual,832801,,,,,,,,,ACC,0, ,,
FEL,Accrual,810435,,,,,,,,,PER,40, ,,
FEL,Accrual,771874,,,,,,,,,PER,40, ,,
FEL,Accrual,839074,,,,,,,,,SCK,3.07, ,,
FEL,Accrual,839074,,,,,,,,,ACC,0, ,,
FEL,Accrual,840379,,,,,,,,,SCK,3.82, ,,
FEL,Accrual,840379,,,,,,,,,ACC,0, ,,
FEL,Accrual,834844,,,,,,,,,SCK,10.68, ,,
FEL,Accrual,834844,,,,,,,,,ACC,0, ,,
FEL,Accrual,639160,2,,,,,,,,PER,18, ,,
FEL,Accrual,542736,,,,,,,,,PER,4, ,,
FEL,Accrual,782135,,,,,,,,,PER,8, ,,
FEL,Accrual,828416,,,,,,,,,SCK,13.87, ,,
FEL,Accrual,828416,,,,,,,,,ACC,0, ,,
K3W,Accrual,594970,,,,,,,,,SCK,48, ,,
K3W,Accrual,594970,,,,,,,,,ACC,0, ,,
K3W,Accrual,711217,,,,,,,,,SCK,13, ,,
K3W,Accrual,711217,,,,,,,,,ACC,0, ,,
FEL,Accrual,796472,,,,,,,,,SCK,33.75, ,,
FEL,Accrual,796472,,,,,,,,,ACC,0, ,,
FEL,Accrual,523990,2,,,,,,,,PER,45, ,,
FEL,Accrual,740761,,,,,,,,,PER,40, ,,
FEL,Accrual,805871,,,,,,,,,SCK,0, ,,
FEL,Accrual,805871,,,,,,,,,ACC,0, ,,
FEL,Accrual,628344,,,,,,,,,SCK,6.12, ,,
FEL,Accrual,628344,,,,,,,,,ACC,0, ,,
K3V,Accrual,585397,2,,,,,,,,PER,40, ,,
FEL,Accrual,819887,,,,,,,,,SCK,4.3, ,,
FEL,Accrual,819887,,,,,,,,,ACC,0, ,,
K3W,Accrual,780291,,,,,,,,,SCK,16.03, ,,
K3W,Accrual,780291,,,,,,,,,ACC,0, ,,
FEL,Accrual,841606,,,,,,,,,SCK,4.4, ,,
FEL,Accrual,841606,,,,,,,,,ACC,0, ,,
FEL,Accrual,804938,,,,,,,,,SCK,17.02, ,,
FEL,Accrual,804938,,,,,,,,,ACC,0, ,,
FEL,Accrual,790993,,,,,,,,,PER,32, ,,
,Accrual,846640,,,,,,,,,SCK,2.27, ,,
,Accrual,846640,,,,,,,,,ACC,0, ,,
K3V,Accrual,744824,2,,,,,,,,PER,40, ,,
FEL,Accrual,833660,,,,,,,,,PER,3.67, ,,
FEL,Accrual,824587,,,,,,,,,SCK,0, ,,
FEL,Accrual,824587,,,,,,,,,ACC,0, ,,
FEL,Accrual,827491,,,,,,,,,SCK,0, ,,
FEL,Accrual,827491,,,,,,,,,ACC,0, ,,
FEL,Accrual,539008,2,,,,,,,,PER,32, ,,
,Accrual,552805,2,,,,,,,,PER,40, ,,
FEL,Accrual,812323,,,,,,,,,PER,21, ,,
K3T,Accrual,844313,2,,,,,,,,PER,40, ,,
FEL,Accrual,839518,,,,,,,,,SCK,0, ,,
FEL,Accrual,839518,,,,,,,,,ACC,0, ,,
FEL,Accrual,752965,,,,,,,,,PER,40, ,,
K3W,Accrual,819903,,,,,,,,,SCK,7, ,,
K3W,Accrual,819903,,,,,,,,,ACC,0, ,,
K3T,Accrual,220959,,,,,,,,,PER,40, ,,
FEL,Accrual,201122,,,,,,,,,SCK,4, ,,
FEL,Accrual,201122,,,,,,,,,ACC,0, ,,
K3W,Accrual,821606,,,,,,,,,SCK,1.03, ,,
K3W,Accrual,821606,,,,,,,,,ACC,0, ,,
FEL,Accrual,758966,,,,,,,,,PER,24, ,,
K3W,Accrual,793160,,,,,,,,,SCK,38.27, ,,
K3W,Accrual,793160,,,,,,,,,ACC,0, ,,
